Stk Code,,,,,,,,Product Description,,,,,,,,,,,SUN,,,,MON,,,TUE,,WED,,,THU,,,FRI,,,,SAT,,,Total,,,,,Value,,,,Cost,,,Profit,,,In Stk,,,On Ord,,,%,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dept:,,,,1-GROCERY NON VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,0-NO SUB DEPARTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF 20CL,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,3,,,,,5,,,,32.45,,,,31.450,,,-4.41,,,-95,,,0,,-16.30,,
,,,,,,,,FIREBALL 200ML.,,,,,,,,,,,0,,,,2,,,1,,2,,,0,,0,,,,0,,,,,5,,,,34.95,,,,32.950,,,-3.83,,,-147,,,0,,-13.13,,
,,,,,,,,STELLA ARTOIS UNFILTERED 4PK.,,,,,,,,,,,1,,,,0,,,1,,1,,,1,,0,,,,1,,,,,5,,,,34.95,,,,21.330,,,7.80,,,-338,,,0,,26.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF,,,,,,,,70cl,,,1,,,,0,,,0,,2,,,0,,0,,,,2,,,,,5,,,,87.95,,,,85.950,,,-12.66,,,-74,,,0,,-17.27,,
,,,,,,,,STRONGBOW DARK FRUIT 10PK.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,2,,,,,5,,,,65.00,,,,39.950,,,14.22,,,-2139,,,0,,26.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BREEZER LIME,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,2,,,,,5,,,,9.95,,,,12.950,,,-4.66,,,-255,,,0,,-56.18,,
,,,,,,,,GORDONS 1/4,,,,,,,,,,,1,,,,0,,,0,,1,,,1,,0,,,,1,,,,,4,,,,25.96,,,,24.360,,,-2.73,,,-36,,,0,,-12.60,,
,,,,,,,,BIRRA MORETTI 660ML,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,1,,,,1,,,,,4,,,,11.00,,,,9.160,,,0.01,,,-1903,,,0,,0.07,,
,,,,,,,,SMIRNOFF 5CL,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,2,,,,0,,,,,4,,,,9.56,,,,6.360,,,1.61,,,-1026,,,0,,20.17,,
,,,,,,,,ELDORADO TONIC WINE 70CL.,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,1,,,,1,,,,,4,,,,39.56,,,,35.960,,,-2.99,,,-518,,,0,,-9.08,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW DARK 4PK PINTS,,,,,,,,4 pints,,,0,,,,0,,,0,,1,,,1,,0,,,,2,,,,,4,,,,29.96,,,,25.560,,,-0.59,,,-662,,,0,,-2.38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AU VODKA BLUE RASPBERRY SODA CAN,,,,,,,,,,,1,,,,0,,,0,,0,,,2,,0,,,,1,,,,,4,,,,11.16,,,,6.330,,,2.97,,,-1647,,,0,,31.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RED STRIPE PINTS,,,,,,,,,,,1,,,,1,,,1,,0,,,0,,1,,,,0,,,,,4,,,,31.40,,,,29.800,,,-3.63,,,-110,,,0,,-13.89,,
,,,,,,,,KOPPARBERG STRAWBERRY & LIME 500ML.,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,2,,,,,4,,,,10.76,,,,5.330,,,3.64,,,-2847,,,0,,40.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JIM BEAN BOURBON WHISKEY 70CL,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,1,,,,0,,,,,4,,,,79.96,,,,78.360,,,-11.73,,,-87,,,0,,-17.60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW 10 PACK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,2,,,,,4,,,,52.00,,,,27.980,,,15.35,,,-1497,,,0,,35.43,,
,,,,,,,,BUZZBALLZ TEQUILA RITA,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,2,,,,,4,,,,15.96,,,,14.360,,,-1.06,,,-407,,,0,,-7.97,,
,,,,,,,,ISLA NEGRA CS,,,,,,,,,,,0,,,,1,,,1,,2,,,0,,0,,,,0,,,,,4,,,,25.96,,,,24.360,,,-2.73,,,-44,,,0,,-12.60,,
,,,,,,,,FOUR LOKO BERRY,,,,,,,,,,,0,,,,4,,,0,,0,,,0,,0,,,,0,,,,,4,,,,17.96,,,,16.360,,,-1.39,,,-37,,,0,,-9.31,,
,,,,,,,,BUZZBALLS CHILI MANGO,,,,,,,,,,,0,,,,1,,,0,,3,,,0,,0,,,,0,,,,,4,,,,15.96,,,,14.360,,,-1.06,,,-183,,,0,,-7.97,,
,,,,,,,,ASAHI,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,3,,,,,4,,,,11.00,,,,8.400,,,0.77,,,-508,,,0,,8.36,,
,,,,,,,,MOJITO,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,2,,,,,4,,,,4.76,,,,3.160,,,0.81,,,-125,,,0,,20.34,,
,,,,,,,,INCH'S APPLE CIDER 4PK CANS,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,1,,,,,3,,,,17.55,,,,16.350,,,-1.73,,,-80,,,0,,-11.79,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FOUR LOKO HAWAII,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,2,,,,,3,,,,11.37,,,,9.870,,,-0.40,,,-268,,,0,,-4.17,,
,,,,,,,,JAM SHED TEMPRANILLO,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,0,,,,0,,,,,3,,,,22.47,,,,19.770,,,-1.05,,,-36,,,0,,-5.58,,
,,,,,,,,FOUR LOKO PULSE PEACH,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,0,,,,1,,,,,3,,,,13.47,,,,12.270,,,-1.05,,,-31,,,0,,-9.31,,
,,,,,,,,FOUR LOKO STRAWBERRY LEMONADE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,11.37,,,,9.570,,,-0.10,,,-254,,,0,,-1.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LA VIEILLE FERME.,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,1,,,,0,,,,,3,,,,25.47,,,,21.270,,,-0.05,,,-89,,,0,,-0.21,,
,,,,,,,,FIREBALL LIQUEUR 35CL.,,,,,,,,,,,0,,,,1,,,0,,0,,,2,,0,,,,0,,,,,3,,,,37.47,,,,36.270,,,-5.05,,,-24,,,0,,-16.16,,
,,,,,,,,LOKO FOUR CAMO,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,2,,,,,3,,,,11.37,,,,9.870,,,-0.40,,,-325,,,0,,-4.17,,
,,,,,,,,HOOCH LEMON,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,2,,,,,3,,,,8.97,,,,7.770,,,-0.30,,,-141,,,0,,-3.95,,
,,,,,,,,ELDORADO 35CL 15%.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,2,,,,,3,,,,17.97,,,,16.770,,,-1.80,,,-454,,,0,,-11.99,,
,,,,,,,,BIN 161 PPINOT GRIGIO,,,,,,,,,,,1,,,,0,,,1,,0,,,1,,0,,,,0,,,,,3,,,,22.47,,,,21.270,,,-2.55,,,-7,,,0,,-13.59,,
,,,,,,,,FOSTERS PINTS 4PK.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,2,,,,0,,,,,3,,,,20.97,,,,14.000,,,3.48,,,-75,,,0,,19.91,,
,,,,,,,,CORONA EXTRA 620ML,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,0,,,,,3,,,,8.25,,,,4.800,,,2.08,,,-1144,,,0,,30.18,,
,,,,,,,,MC EWANS EXPORT 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,2,,,,,3,,,,20.97,,,,11.000,,,6.48,,,-1444,,,0,,37.08,,
,,,,,,,,FUNKIN PASSION FRUIT,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,1,,,,,3,,,,7.17,,,,5.970,,,0.01,,,-3,,,0,,0.08,,
,,,,,,,,DRAGON SOOP ORANGES,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,2,,,,0,,,,,3,,,,10.47,,,,9.270,,,-0.55,,,-39,,,0,,-6.25,,
,,,,,,,,XF BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,20.97,,,,19.770,,,-2.30,,,-61,,,0,,-13.13,,
,,,,,,,,MERRY DOWN ORIGINAL 750ML,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,1,,,,0,,,,,3,,,,11.37,,,,6.500,,,2.98,,,-849,,,0,,31.45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,THE FAMOUS GROUSE 35CL,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,1,,,,,3,,,,33.87,,,,32.670,,,-4.45,,,-74,,,0,,-15.75,,
,,,,,,,,PLAZA CENTRO PROSECCO ROSE.,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,1,,,,,2,,,,16.98,,,,10.330,,,3.82,,,-68,,,0,,27.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MD 20/20 BLUE RASPBERRY.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,1,,,,,2,,,,19.98,,,,11.500,,,5.15,,,-3123,,,0,,30.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,I HEART BUBBLY.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,1,,,,,2,,,,15.98,,,,10.200,,,3.12,,,-19,,,0,,23.40,,
,,,,,,,,SMIRNOFF L,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,48.78,,,,47.980,,,-7.33,,,-266,,,0,,-18.03,,
,,,,,,,,DRAGON SOOP BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,0,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-89,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CASILLERO DEL DIABLO SAUVIGNON BLAN,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,0,,,,,2,,,,5.50,,,,4.700,,,-0.12,,,-23,,,0,,-2.55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CASILLERO DEL DIABLO JAMMY RED DEVI,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,0,,,,,2,,,,15.98,,,,19.180,,,-5.86,,,-3,,,0,,-44.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACK DANIEL'S 70 CL,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,0,,,,0,,,,,2,,,,44.98,,,,47.180,,,-9.70,,,-3,,,0,,-25.87,,
,,,,,,,,KOPPARBERG ALCOHOL FREE.,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,0,,,,,2,,,,4.00,,,,4.580,,,-1.25,,,-274,,,0,,-37.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF ICE ORIGINAL 70CL,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,1,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-582,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRAGON SOOP VENOM,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,6.98,,,,6.580,,,-0.76,,,-108,,,0,,-13.12,,
,,,,,,,,ESTRELLA DAMM 4PK.,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,0,,,,0,,,,,2,,,,12.98,,,,12.180,,,-1.36,,,-99,,,0,,-12.60,,
,,,,,,,,STRONGBOW DARK FRUIT,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,1,,,,,2,,,,13.18,,,,12.380,,,-1.40,,,-93,,,0,,-12.72,,
,,,,,,,,MALIBU PINEAPPLE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,4.38,,,,3.580,,,0.07,,,-2,,,0,,1.92,,
,,,,,,,,SMIRNOFF ICE RASPBERRY 70CL,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,0,,,,0,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-208,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CORONA EXTRA 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,12.58,,,,6.660,,,3.82,,,-1101,,,0,,36.43,,
,,,,,,,,BIG SIPZ STRAW,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,7.98,,,,7.180,,,-0.53,,,-14,,,0,,-7.97,,
,,,,,,,,SOUTHEREN COMFORT 70CL.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,43.98,,,,43.180,,,-6.53,,,-16,,,0,,-17.82,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LA VIEILLE FERME,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,0,,,,,2,,,,16.98,,,,17.180,,,-3.03,,,-81,,,0,,-21.41,,
,,,,,,,,BUDWEISER 4 PACK BOTTLES.,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,0,,,,,2,,,,11.60,,,,10.800,,,-1.13,,,-104,,,0,,-11.72,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BECKS 6PK.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,15.98,,,,9.250,,,4.07,,,-267,,,0,,30.57,,
,,,,,,,,PERONI CANS 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,14.98,,,,8.330,,,4.15,,,-650,,,0,,33.27,,
,,,,,,,,HEINEKEN 650ML.,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,0,,,,,2,,,,5.50,,,,4.180,,,0.40,,,-493,,,0,,8.80,,
,,,,,,,,MAGNERS ORIGINAL 10PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,26.00,,,,21.180,,,0.49,,,-521,,,0,,2.25,,
,,,,,,,,BULMERS RED BERRIES & LIME 500ML.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,5.50,,,,3.180,,,1.40,,,-571,,,0,,30.62,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER BEAST MEAN GREEN,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,0,,,,,2,,,,8.98,,,,8.180,,,-0.70,,,-8,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRAGON SOOP  STRAW LIME,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,1,,,,,2,,,,9.98,,,,9.180,,,-0.86,,,-41,,,0,,-10.38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CASILLERO DEL DIABLO,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,0,,,,0,,,,,2,,,,5.50,,,,5.780,,,-1.20,,,-117,,,0,,-26.11,,
,,,,,,,,BLUE HOOCH,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,0,,,,,2,,,,5.98,,,,5.180,,,-0.20,,,-95,,,0,,-3.95,,
,,,,,,,,BUD LIGHT 440ML 4PK,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,0,,,,0,,,,,2,,,,7.98,,,,7.180,,,-0.53,,,-142,,,0,,-7.97,,
,,,,,,,,DESPERADO 4PK 440ML.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,1,,,,,2,,,,17.38,,,,16.580,,,-2.10,,,-50,,,0,,-14.48,,
,,,,,,,,SOOPA HOOCH BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,5.98,,,,5.180,,,-0.20,,,-121,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GORDONS PINK GIN,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,1,,,,,2,,,,36.78,,,,35.980,,,-5.33,,,-6,,,0,,-17.39,,
,,,,,,,,SMIRNOFF CRANBERRY MIXED CAN,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,4.38,,,,3.580,,,0.07,,,-138,,,0,,1.92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF COLA MIXED CAN,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,0,,,,,2,,,,4.38,,,,3.580,,,0.07,,,-404,,,0,,1.92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TYSKIE 650ML,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,0,,,,0,,,,,2,,,,5.50,,,,4.180,,,0.40,,,-403,,,0,,8.80,,
,,,,,,,,DRAGON SOOP MANGO PINK LEMONADE,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,0,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-91,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AU VODKA PINK LEMONADE CAN,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,5.78,,,,4.780,,,0.04,,,-444,,,0,,0.76,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MADRI 4PK BOTTLES,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,13.98,,,,8.000,,,3.65,,,-153,,,0,,31.36,,
,,,,,,,,TENNENTS SPECIAL 4PK,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,4.99,,,,5.590,,,-1.43,,,-271,,,0,,-34.43,,
,,,,,,,,REEF ORANGE AND PASSION FRUIT,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,1.49,,,,1.090,,,0.15,,,-88,,,0,,12.21,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACK DANIELS WHISKEY 20CL.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,7.99,,,,7.590,,,-0.93,,,-13,,,0,,-13.99,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FAMOUS GROUSE 20CL,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,6.79,,,,6.390,,,-0.73,,,-133,,,0,,-12.93,,
,,,,,,,,SOL 12PK 330ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,11.49,,,,5.990,,,3.59,,,-91,,,0,,37.44,,
,,,,,,,,XF DARK FRUITS 20CL.,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-174,,,0,,-3.95,,
,,,,,,,,CAMPO VIEJO ROSE.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,8.99,,,,8.590,,,-1.10,,,-66,,,0,,-14.66,,
,,,,,,,,DESPERADOS 650ML.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,3.50,,,,2.420,,,0.50,,,-1015,,,0,,17.17,,
,,,,,,,,BUDWEISER 660ML,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,2.75,,,,2.090,,,0.20,,,-1426,,,0,,8.80,,
,,,,,,,,MADRI 10PK CANS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,13.99,,,,9.190,,,2.47,,,-448,,,0,,21.17,,
,,,,,,,,ANGELO PORETTI 660ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,2.50,,,,1.850,,,0.23,,,-47,,,0,,11.20,,
,,,,,,,,SMIRNOFF ICE 4PK  CANS,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,5.55,,,,5.150,,,-0.53,,,-5,,,0,,-11.35,,
,,,,,,,,XF BLUE RASP,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-57,,,0,,-3.95,,
,,,,,,,,XF STRAWBERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,2.99,,,,2.590,,,-0.10,,,-21,,,0,,-3.95,,
,,,,,,,,THREE BARRELS BRANDY 70CL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,19.49,,,,19.090,,,-2.85,,,-33,,,0,,-17.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LAMBRINI ORIGINAL 1.25L,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,4.99,,,,2.500,,,1.66,,,-496,,,0,,39.93,,
,,,,,,,,DMF SPICED RUM COLA,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,0,,,,,1,,,,2.00,,,,1.600,,,0.07,,,-443,,,0,,4.00,,
,,,,,,,,SMIRNOFF MANGO,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,3.00,,,,2.600,,,-0.10,,,-55,,,0,,-4.00,,
,,,,,,,,HOLSTEN PILLS 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,6.49,,,,6.090,,,-0.68,,,-11,,,0,,-12.60,,
,,,,,,,,DESPERADOS 3PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,6.99,,,,3.870,,,1.95,,,-763,,,0,,33.49,,
,,,,,,,,STELLA ARTOIS 330ML 4PK.,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,0,,,,,1,,,,6.49,,,,3.800,,,1.61,,,-83,,,0,,29.78,,
,,,,,,,,MONSTER BEAST PEACH PERFECT,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,4.49,,,,4.090,,,-0.35,,,-4,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MCGUIGANS B/L SAUVIGNON BLANC.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,8.69,,,,4.330,,,2.91,,,-121,,,0,,40.18,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DIABLO GOLDEN CHARDONNAY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,9.99,,,,7.590,,,0.74,,,-54,,,0,,8.83,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SAN MIGUEL PINTS,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,7.99,,,,7.590,,,-0.93,,,-55,,,0,,-13.99,,
,,,,,,,,STRONGBOW 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,5.59,,,,5.190,,,-0.53,,,-74,,,0,,-11.41,,
,,,,,,,,AU ULTRA RED,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,0,,,,,1,,,,3.99,,,,3.790,,,-0.47,,,-98,,,0,,-13.98,,
